First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
Stuart,Peim,Chief of Criminal Division DNJ,7,Reagan
William,Xanttopoulos,Assistant U.S. Attorney,7,"Clinton, Bush I, Reagan"
Sarah,Gold,Assistant United States Attorney,7,"Reagan, Carter"
Michael,Dettmer,US Attorney WDMi   1994-2001,7,Clinton
Jane,Cronin,"Trial Attorney, Atlanta Field Office, DOJ Antitrust Division",7,"Clinton, Bush I"
Philip,Michael,Deputy Chief Strike Force,7,"Nixon, Johnson"
Michael,Vatis,Associate Deputy Attorney General,7,"Clinton, Bush I"
Alan,Rubin,Assistant United States Attorney ,7,"Reagan, Carter"
Katherine ,King ,Deputy Chief - Violent Crime WDPA,7,"Trump, Obama"
David,Willingham,"Deputy Chief, Major Frauds Section",6.5,Bush II
Chiraag,Bains,"Senior Counsel to the Assistant Attorney General, Civil Rights Division",6.5,Obama
Lisa A.,Green,Assistant U.S. Attorney,6.5,Bush II;Clinton
Steven,Alm,United States Attorney District of Hawaii,6.5,Clinton
Brian,Legghio,Assistant United States Attorney -Detroit,6.5,Reagan
James M.,Kramon,"Assistant United States Attorney, District of Maryland",6.5,"Ford, Nixon"
David,Hickton,US Attorney WDPA ,6.4,Obama
Jack,Weiss,Assistant U.S. Attorney,6,Clinton
Bill,Nettles,Former United States Attorney District of South Carolina,6,Obama
Ronald,Hoevet,Assistant United States Attorney,6,"Reagan, Carter, Ford"
Robert,Fourr,Assistant U.S. Attorney,6,"Reagan, Carter"
Elizabeth,Langer,Trial Attorney,6,"Reagan, Carter, Ford"
Mushtaq,Gunja,Assistant United States Attorney,6,Obama
David,Mandel,Assistant United States Attorney (S.D. Fla.),6,Clinton;Bush I
Brian,Maas,Deputy Chief-Criminal Division-Eastern District of New York,6,Reagan
Geoffrey,Graber,Deputy Associate Attorney General,6,Obama
Jeff,Modisett,"Deputy Chief, Public Corruption & Government Fraud Section, Assistant U.S. Attorney",6,Reagan
Harry,Sandick,"Assistant U.S. Attorney, Southern District of New York",6,Bush II
Roland,Riopelle,Assistant United States Attorney,6,Clinton;Bush I
Douglas,Johnson,"Trial Attorney, Antitrust Division  ",6,Reagan
Elkan,Abramowitz,"Chief of the Criminal Division, SDNY",6,Carter;Ford;Nixon;Johnson
Lorin ,Reisner,"Chief of the Criminal Division, Southern District of New York",6,"Obama, Clinton, Bush I"
Joseph G. (Jerry),Block,"Chief, Environmental Crimes Section, ENRD",6,"Bush I, Reagan"
David,Hinden,"Assistant U.S. Attorney (Los Angeles and Newark, Chief of Criminal Appeals)",6,Ford;Nixon
Neil,Levy,Assistant United States Attorney,6,Carter;Ford;Nixon
Bradley,Harsch,Assistant U.S. Attorney,6,Obama;Bush II
Charles,Pereyra,"Assistant U.S. Attorney, Los Angeles",6,Carter;Ford
Douglas,Graham,Assistant U.S. Attorney,6,Carter;Ford;Nixon
Elliot,Williams,Deputy Assistant Attorney General,6,"Obama, Bush II"
Cynthia,Alksne,Assistant US Attorney,6,Clinton;Bush I
Raymond,Granger,Assistant United States Attorney,6,"Clinton, Bush I"
Roger,Bernstein,Assistant U.S. Attorney,6,Reagan
Patricia,Collins,"Assistant US Attorney, Central Dist. of Cal.",6,Reagan
Lauren,Kahn,Staff Attorney,6,Ford;Nixon
Edward,Ferguson,"Deputy Chief, Civil Division, Southern District of New York",6,Bush I;Reagan
Thomas,Knight,Organized Crime Strike Force Attorney - Chicago ,6,"Bush I, Reagan"
Leon,Kellner,United States Attorney for the Southern District of Florida,6,Reagan
Robert,Sims,Assistant United States Attorney,6,"Clinton, Bush I"
Robin,Linsenmayer,Assistant United States Attorney (SDNY),6,"Bush II, Clinton"
Steven,Solow,Chief,6,Clinton
Dan,Purdom,AUSA,6,"Reagan, Carter"
Lawrence ,Aldrich,"Senior Legal Counsel, Antitrust Division",6,"Reagan, Carter"
Marion,Bachrach,Chief of General Crimes,6,"Reagan, Carter"
Adam,Kamenstein,AUSA 2000-2006; Deputy Chief Public Corruption and Government Fraud Section 2003-2006; Central District of California,6,"Bush II, Clinton"
Rep. Kathleen M.,Rice,Assistant U.S. Attorney,6,"Bush II, Clinton"
Katya,Jestin,"Deputy Chief, OCRS EDNY",6,Bush II
Mark,Pomerantz,"Chief, Criminal Division, SDNY",6,"Clinton, Reagan, Carter"
Terry,Eaton,Assistant United States Attorney - District of Columbia,6,"Obama, Bush II"
Charles,Murdter,Trial Attorney,6,"Clinton, Bush I"
Loren,Hershey,"Special Assistant United States Attorney and Trial Attorney, Antitrust Division",6,"Reagan, Carter"
Nathaniel,Jones,Assistant U.S. Attorney for the Northern District of Ohio,6,"Johnson, Kennedy"
Kristan ,Peters-Hamlin,Assistant U.S. Attorney,6,"Clinton, Bush I"
Harriet,Leva,Assistant United States Attorney,6,"Bush I, Reagan"
Thomas,Hill,Assistant US Attorney,6,"Reagan, Carter"
Pamela,Larrabee,Trial Attorney,6,"Bush I, Reagan"
Charles,Oberly,United States Attorney for the District of Delaware,6,Obama
Peter,Bloch,AUSA -SDNY,6,"Reagan, Carter, Ford"
William,Aronwald,"Chief of Criminal Division, EDNY",6,"Carter, Ford, Nixon"
Stuart,Deming,Trial Attorney,6,"Bush I, Reagan, Carter"
Jane,Simkin Smith,Assistant US Attorney,6,"Reagan, Carter"
Robert,Radick,"Deputy Chief of Public Integrity Section and Chief of Health Care Fraud Prosecutions, U.S. Attorney’s Office for the Eastern District of New York",6,"Obama, Bush II"
James,Marcus ,Assistant U.S. Attorney,6,Nixon
Barak,Cohen,Trial Attorney,6,"Obama, Bush II"
Robert,Herbst,"Deputy Chief, Special Prosecutions Division, EDPa",6,"Carter, Ford"
Seth,Kirschenbaum,AUSA and Trial Attorney,6,"Reagan, Carter"
Laura,Bonander,Assistant United States Attorney,6,"Obama, Bush II"
Mark,Kalmansohn,"Assistant Division Chief, Criminal Division, Central District of California",6,"Reagan, Carter"
Steven,Shobat,AUSA,6,"Clinton, Bush I, Reagan"
Jon,Lindsey,"Assistant U.S. Attorney, SDNY",6,"Reagan, Carter"
Carla ,Diggs Smith ,Assistant United States Attorney ,6,Clinton
Jim,Brosnahan,Assistant U.S. Attorney,6,"Johnson, Kennedy"
John,Kelly,United States Attorney for the District of New Mexico,6,Clinton
Gerry,Elman,Trial Attorney,6,"Reagan, Carter, Ford"
David,Destler,Special Prosecutor,6,"Clinton, Bush I"
Bruce,Yannett,Assistant US Attorney & also Associate Independent Counsel for Iran Contra,5.25,"Bush I, Reagan"
Robert,Martinez,"Trial Attorney (Tax Div.), AUSA (EDMI)",5.5,"Reagan, Carter"
John,Libby,Assistant United States Attorney,5.5,Clinton;Bush I
John,Mathews II,Assistant United States Attorney,5.5,Obama
Martin,Perschetz,"Chief, Major Crimes Unit, SDNY",5.5,"Reagan, Carter"
Matthew,Umhofer,Assistant United States Attorney,5,Bush II
Richard,Kendall,Assistant United States Attorney,5,Reagan;Carter
Douglas,Schwartz,Assistant US Attorney,5,Reagan;Carter
Richard,Nelson,Assistant United States Attorney,5,Clinton
Daniel,Crumby,Assistant United States Attorney,5,Obama
Katherine,Culliton-Gonzalez,"Senior Attorney, Civil Rights Division",5,"Obama, Bush II"
John,Martin,Assistant U.S. Attorney,5,Bush II
Janna,Sidley,Assistant U.S. Attorney,5,Bush II;Clinton
Andres,Rivero,Assistant U.S. Attorney,5,"Clinton, Bush I"
Robert,Marder,Assistant U.S. Attorney-ND of Calif.,5,"Johnson, Kennedy"
Chad,Vignola,Assistant U.S. Attorney,5,Bush I;Reagan
Michael G.,Tracy,Assistant United States Attorney,5,Reagan
Barrie,Goldstein,Trial Attorney,5,Carter;Ford
Paul,Summit,Assistant United States Attorney,5,"Bush I, Reagan"
David M.,Brodsky,Assistant US Attorney; Associate Independent Counsel,5,Reagan;Nixon
Robert,Klonoff,Assistant United States Attorney and Assistant to the Solicitor General of the United States,5,Reagan
Philip Allen,Lacovara,Deputy Solicitor General (Criminal Matters) and Counsel to Watergate Special Prosecutor,5,Ford;Nixon;Johnson
Jacob,Buchdahl,"Assistant United States Attorney, SDNY",5,Bush II
Marshall,Camp,"Assistant United States Attorney, Southern District of New York",5,"Obama, Bush II"
David,Apfel,Assistant U.S. Attorney,5,Clinton
Noah,Bookbinder,Trial Attorney,5,Bush II;Clinton
Kimberly Reiley,Clement,"Assistant U.S. Attorney, Northern District of California",5,"Reagan, Carter"
William,Hibsher,"Assistant U.S. Attorney, SDNY",5,"Reagan, Carter"
James,Vaughns,Assistant U.S. Attorney,5,Clinton
Tim ,Purdon,United States Attorney for the District of North Dakota,5,Obama
Marc,Wolf,Assistant United States Attorney,5,Obama
Glenn,Katon,Trial Attorney GS-15,5,Bush II;Clinton
Abby,Meiselman,Assistant United States Attorney,5,"Clinton, Bush I"
Mark,Torres-Gil,Special Attorney,5,Reagan
Paul,Garcia,AUSA - Northern District of Illinois,5,Clinton
R. Christopher,Locke,"Trial Attorney, Criminal Division; Assistant U.S, Attorney, N.D. Cal.",5,Reagan
George William,Currier ,Assistant U.S. Attorney ,5,Reagan
Steven ,Semeraro,Special Assistant U.S. Attorney,5,Clinton
Michael,Whitlock,Trial Attorney,5,"Obama, Bush II"
Patrick,McInerney,Assistant U.S. Attorney,5,Clinton
Robert,Rose,Special Assistant United States Attorney,5,"Carter, Ford"
Susan,Smith,Assistant Section Chief,5,"Bush I, Reagan"
J. Christopher,Jensen,"Chief of the Civil Division, Eastern District of New York",5,"Carter, Ford"
Charles,Scheeler,Assistant US Attorney,5,"Bush I, Reagan"
Jennifer,Martin,Senior Counsel,5,"Bush II, Clinton"
Willie James,Ellison,"Assistant U.S. Attorney, WDTN",5,"Reagan, Carter"
Del,Wright,Federal Prosecutor,5,Bush II
Michael,Pinnisi,Assistant US Attorney,5,"Bush I, Reagan"
Richard,Lenga,Assistant United States Attorney,5,"Carter, Ford"
Charles,Lembcke,Assistant United States Attorney,5,Nixon
William,Ibershof,Criminal Division Chief,5,Nixon
Ted,Doolittle,"Trial Attorney, Tax Division",5,"Bush II, Clinton"
Pamela,Larrabee,AUSA,5,"Bush I, Reagan"
Sanford (Sandy),Litvack,Assistant Attorney General,5,"Bush II, Carter, Kennedy"
Ernest ,Chen,Assistant United States Attorney ,5,"Carter, Ford"
Rebekah,Young,AUSA,5,"Obama, Bush II"
Sharon,Kegerreis,Assistant US Attorney,5,"Bush I, Reagan"
Stephen,Grafman,Assist US Attorney District of Columbia,5,Nixon
Richard,Bicki,"AUSA Washington, DC ; Providence, RI",5,"Reagan, Carter"
Alan,Rose,Assistant United States Attorney,5,"Carter, Ford"
Charles,Weintraub,Special Attorney,5,"Ford, Nixon"
Lisa,Kern Griffin,Assistant United States Attorney,5,"Bush II, Clinton"
Alexander,Shapiro,Assistant United States Attorney -District of New Mexico,5,"Trump, Obama"
D.William,Subin,Asst. U.S.Attorney (D.C. & N.J.),5,"Nixon, Johnson"
David,Bohan,Assistant United States Attorney ,5,"Reagan, Carter"
Jules terrence,Brunner,Chief Pittsburgh Org Crime Strike Force,5,"Nixon, Johnson"
Cameron,Elliot,Assistant U.S. Attorney,5,Bush II
Nicholas,Phillips,AUSA,5,Reagan
John,Meyer,AUSA,5,"Carter, Ford, Nixon"
Joshua,Stein,Assistant U.S. Attorney,5,Bush II
Jill,Shellow,"Counsel, Office of the Deputy Attorney General",5,Clinton
Steve,Canfil,"Trial Attorney, Special Assistant US Attorney",5,"Bush II, Reagan"
Robert,Perry,Assistant US Attorney,5,"Johnson, Kennedy"
Richard,Hall,Head of Civil Tax Section AUSA SDNY,5,"Nixon, Johnson, Kennedy"
Barry,Grissom,United States Attorney for the District of Kansas,5,Obama
Richard,Shiffrin,Deputy Assistant Attorney General,5,Clinton
Gerald,Uelmen,"Assistant U.S. Attorney and Chief of Special Prosecutions, Central District of California Prosecutions",5,"Johnson, Kennedy"
Charles,Spurlock,AUSA District of Massachusetts ,5,"Reagan, Carter"
Donald,Stever,"Section Chief, Pollution Control; Env. Defense Sections",4.5,Reagan;Carter
A. Howard ,Matz,Assistant U.S. Attorney,4.5,"Carter, Ford, Nixon"
Robert,Hammel,Assistant U.S. Attorney (SDNY),4.5,Reagan
Richard,Gordin,Assistant US Attorney for the District of Columbia,4.5,Reagan
Daniel,Reinberg,"Assistant U.S. Attorney, N.D. IL",4.5,Clinton
Neal,Sonnett,"AUSA, Chief, Criminal Division, S.D. FL",4.5,Nixon
Arthur,Zucker,Assistant United States Attorney,4.5,"Bush I, Reagan"
Mark,Kolman,"Chief, Criminal Division, US Attorney’s Office, District of Maryland ",4.5,"Reagan, Carter"
Spencer,Waller,"Trial Attorney, Chicago Organized Crime Strike Force",4,Reagan
Hector,Perez,Assistant United States Attorney,4,Carter
Bill,Baer,Acting Associate Attorney General,4,Obama
Kenneth,Bynum,Assistant U.S. Attorney,4,Reagan
Donna,Patterson,Deputy Assistant Attorney General -Antitrust,4,Clinton
Louis,Volz,"Assistant United States Attorney, Eastern District of Louisiana",4,Reagan;Carter
Richard,Berne,Assistant U.S. Attorney,4,"Carter, Ford"
Frank,Rothermel ,Fraud Prosecutor,4,"Bush I, Reagan"
Martin,Himeles,Assistant U.S. Attorney,4,Bush I;Reagan
Gary,Maveal,Assistant U.S. Attorney,4,Reagan
Dennis,Aftergut,Assistant United States Attorney,4,"Reagan, Carter"
David,Marlin,Trial Attorney,4,Johnson;Kennedy
Mary Shannon,Little,"Assistant U.S. Attorney, Public Corruption Unit",4,Reagan
James,Kainen,Assistant U.S. Attorney,4,Reagan
Sean,Coffey,Assistant U.S. Attorney,4,"Clinton, Bush I"
Georgina,Verdugo,Deputy Assistant Attorney General-OLA,4,Obama;Bush II;Clinton
Samuel ,Simon,Senior Appelate Attorney,4,Ford
Frederick,Davis,Assistant United States Attorney,4,Ford
Irvin,Nathan,Principal Associate Deputy Attorney Genetal,4,Clinton;Carter
David,Dopsovic,Trial Attorney,4,Reagan;Carter
David,Montgomery,Assistant U.S. Attorney,4,Kennedy
Raja,Chatterjee,Trial Attorney,4,Bush II;Clinton
Bob,Pennoyer,Assistant U.S. Attorney for the Southern District of New York,4,Eisenhower
Amanda,Metcalf,"Chief, Civil Rights Division, ND.Cal",4,"Reagan, Carter"
F. L. Peter,Stone,U. S. Attorney,4,Nixon
James,Elkins,Assistant United States Attorney ,4,Nixon
Faith,Gay,"Deputy Chief, Special Prosecutions, EDNY",4,Bush I
Paul,Butler,"Trial Attorney, Public Integrity Section",4,"Clinton, Bush I"
Senator Richard,Blumenthal (D-CT),US Attorney for District of Connecticut,4,Carter
S. Amanda ,Marshall ,US Attorney for the District of Oregon,4,Obama
Edward,Borden,Assistant US Attorney,4,"Reagan, Carter"
Richard,Signorelli,"Assistant U.S. Attorney, SDNY",4,Bush I
Sharon,Frase,"Assistant U.S. Attorney, SDNY",4,"Obama, Bush II"
Vivian,Shevitz,"Chief, Appeals, US Attorney, EDNY",4,"Reagan, Carter"
Sydney,Hoffmann,Assistant United States Attorney,4,Bush I
David,Wiechert,"Assistant United States Attorney, CDCA",4,Reagan
Thomas,Rubin,Assistant United States Attorney,4,Clinton
Christine,Meding,"Assistant U.S. Attorney, SDNY",4,Bush II
Marc,Levey,Special Atrorney to the Attorney General,4,Carter
David,Leiwant,Assistqnt US Attorney,4,Reagan
Allan,Lapidus,Assistant US Attorney Northern District of Illinois,4,Nixon
Robert,Garcia,Assistant United States Attorney for the Southern District of New York,4,Reagan
Victoria,Liccione,Asst. USA,4,"Clinton, Bush I"
Jeff,Bogue,"Assistant US Attorney, District of Nebraska",4,Nixon
Alison,Vander Vort,Assistant United States Attorney,4,Clinton
Katherine,Goldwasser,"Assistant United States Attorney, Criminal Division",4,"Reagan, Carter"
Thomas,Sullivan,US Attorney NDILL,4,Carter
R. Todd,Luoma,"Trial Attorney, Tax Division ",4,Reagan
Henri,Sisneros,AUSA ,4,"Bush II, Clinton"
James,McGinnis ,AUSA ,4,Reagan
Jo,Vanderlee,"Special Assistant U.S. Attorney, WDWA",4,"Obama, Bush II"
A. Douglas,Melamed,Acting Assistant Attorney General,4,Clinton
James,Arisman,"Assistant U.S. Attorney, District of Columbia",4,"Clinton, Bush I"
Michael,Katz,Assistant US Attorney,4,"Ford, Nixon"
Larry,Gibson,Associate Deputy Attorney General,4,Carter
Eric,Chaffin,Assistant U.S. Attorney,4,"Bush II, Clinton"
Philip,Kellogg,"Assistant U.S. Attorney, District of Columbia",4,"Nixon, Johnson"
Stephen,Martin,Assistant United States Attorney,4,Clinton
William,Shaheen,US Attorney for the District of NH,4,Carter
Shelley,Stump,Assistant U.S. Attorney,4,Carter
Kim,Taylor-Cloud,Trial Attorney,4,Bush I
George ,Blakey ,Special Attorney ,4,"Kennedy, Eisenhower"
Steven,Gordon,Assistant US Attorney,4,Carter
Daniel,Thornton,"Attorney, Criminal Fraud Section, USDOJ",4,"Reagan, Carter"
Michael,Rauh,Assistant US Attorney,4,"Johnson, Kennedy"
James,Oakar,"Asst. U.S. Attorney, N. Distict of Ohio",4,Johnson
Larry,Patton,"United States Attorney, Western District of Oklahoma",3.5,Carter
Subodh,Chandra,Assistant U.S. Attorney,3.5,Bush II;Clinton
Susan,Johnston,"Assistant United States Attorney, Civil Division",3.5,Reagan
Karen,Ward,"Assistant U.S, Attorney, District of Columbia",3.5,Carter;Ford
Mark,Goodman,"Assistant U.S. Attorney, SDNY",3.5,Clinton
Gabe,Davis,Trial Attorney,3.5,"Trump, Obama"
Bill,Mathesius,"Asst U.S.Attorney, Office of USA of NJ",3.5,Johnson
Jennifer,Whitfield,Assistant U.S. Attorney,3.5,"Trump, Obama"
Stanley,Greenbeerg,Assistant U.S. Attorney,3,Nixon
Veronica,Platt Longstreth,"Civil Division Torts Branch, Trial Attorney",3,Reagan
Alan,Weil,"Assistant U.S. Attorney Criminal Division, Los Angeles",3,Carter
Deborah,Schmall,Trial Attorney,3,Reagan;Carter
Terence,Connor,Trial Attorney,3,Ford;Nixon
Richard,Medalie,Assistant to the Solicitor General of the United States,3,"Kennedy, Eisenhower"
Paul ,Rosenzweig,"Senior Counsel, Office of Independent Counsel (In re: Madison Guaranty Savings & Loan)",3,Clinton
Jeff,Blattner,"Deputy Assistant Attorney General, Antitrust Division",3,Clinton
Max,Huffman,Trial Attorney,3,Bush II;Clinton
Sarah,Hawkins,Assistant United States Attorney,3,"Trump, Obama"
Sheldon,Krantz,Trial Attorney,3,Johnson;Kennedy
James,Ponsoldt,Senior Trial Attorney,3,Carter;Ford
Eric,Rosen,Assistant U.S. Attorney,3,Bush II;Clinton
A. Lee,Fentress,Assistant United States Attorney for District of Columbia ,3,Johnson
Kevin,McMunigal,Assistant United States Attorney,3,Reagan
Nicholas,Connor,Trial Attorney,3,"Trump, Obama"
Kevin,Techau,United States Attorney Northern District of Iowa,3,Obama
Monica,Groat,Trial Attorney,3,"Trump, Obama"
Edwin,Williams,Assistant United States Attorney,3,Nixon
Duncan,Levin,Assistant US Attorney,3,Obama
Jonathan,Mothner,"Assistant U.S. Attorney, EDNY",3,Clinton
Paul,Renne,Assistant US Attorney for the District of Columbia,3,"Johnson, Kennedy"
Ronald,Shur,Assistant United States Attorney,3,Reagan
David,Muchow,"Special Assistant to Asst. Attorney General, Criminal Division",3,"Ford, Nixon"
Gabriel,Mendlow,"Special Assistant United States Attorney, Eastern District of Michigan",3,Obama
J. William,Elwin Jr.,Trial Attorney,3,Reagan
Lee,Thompson,"U.S. Attorney, District of Kansas",3,Bush I
Brian,Galle,Attorney,3,Bush II
Peter,Vincent ,"Department of Justice Attachè, US embassy Bogotà",3,"Obama, Bush II"
James,Maxeiner,"Trial Attorney, Antitrust Division",3,Carter
Darrell,Panethiere,"Attorney/Adviser, Office of Legal Policy",3,"Bush I, Reagan"
Michael ,Tuteur ,AUSA ,3,"Clinton, Bush I"
Allison,Porter,Trial Attorney; Criminal Division,3,"Carter, Ford"
Judith,Olingy,Trial Attorney,3,Reagan
U.S.Amb. (Ret) Douglas,Kmiec,Assistant Attorney General (OLC),3,"Obama, Bush I, Reagan"
Hugh,Culverhouse,Assistant United States Attorney,3,Carter
Janet,Nahirny,"Prosecuting Attorney, Antitrust Division ",3,Bush II
Jeffrey ,Walker ,Special Assistant US Attorney & AF JAG,3,"Clinton, Bush I"
Cynthia,Kouril,"Special Assistant United States Attorney, SDNY",3,"Bush I, Reagan"
Daniel,Toomey,"Assistant U.S. Attorney, District of Columbia",3,"Nixon, Johnson"
Stephen,Saltzburg,Deputy Assistant Attorney General,3,"Bush I, Reagan"
Debra,Carnahan,AUSA E.D. Missouri,3,Clinton
David,Payne,Assistant U.S. Attorney,3,Bush I
Julie,O'Sullivan,Assistant U.S. Attorney,3,Clinton
David,Reed,Assistant U.S. Attorney,3,"Ford, Nixon"
Adam,Kurland,Assistant US Attorney ED Cal,3,Reagan
Richard,Reinish,Trial Attorney,3,"Nixon, Johnson"
Richard,Mezan,Special Trial Attorney,3,"Nixon, Johnson"
James,Fergal,"Assistant U.S. Attorney, ED of Wisconsin",3,"Carter, Ford"
Daniel,Forman,Assistant United States Attorney,3,"Reagan, Carter"
Anthony,Farley,AUSA,3,Bush I
Steven,Kazan,"Assistant U.S. Attorney, Northern District of California",2.25,Nixon
Charles A. ,Intriago ,AUSA SDFL,2.8,"Carter, Ford"
Robert,Goodman,"Trial Attorney, Environmental Enforcement Section",2.5,Bush I
Michael,Greenberger,Principal Deputy Associate Attorney General,2,Clinton;Nixon
Marianne,Wesson,Assistant United States Attorney,2,"Reagan, Carter"
Robert,Litan,"Deputy Assistant Attorney General, Antitrust Division",2,Clinton
Robert,Weiner,Associate Deputy Attorney General,2,Obama
Bertha,Josephson,Assistant US Attorney,2,Bush I
Tommy,Massey,Asst. US Atty,2,Ford
G. Daniel,McCarthy,Assistant US Attorney,2,Carter
Andrew,Mackenzie,Special Assistant United States Attorney,2,Clinton
Nick ,Pyati ,Trial Attorney ,2,Obama
James,McDonald ,Assistant U.S. Attorney ,2,"Carter, Ford"
Gerald,Norton,Assistant to the Solicitor General,2,Nixon
C. Mitchell,Hendy,Assistant US Attorney,2,"Trump, Obama"
Christine,Chenevert,Assistant United States Attorney ,2,Bush I
David,Spring,Special Assistant United States Attorney,2,Clinton
Marc,Stickgold,Assistant United States Attorney,2,Johnson
Michael,Wolford,Assistant U. S Attorney in charge of Rochester New York Office,2,Nixon
Michael,Cannon,Trial Attorney,2,"Reagan, Carter"
Ryan,Malone,Assistant United States Attorney,2,"Trump, Obama"
Thiru ,Vignarajah ,Assistant U.S. Attorney,2,Obama
Ann,Ravel,"Deputy Assistant Attorney General, Torts and Consumer Litigation",2,Obama
Herbert,Sturman,Assistant United States Attorney ,2,"Johnson, Kennedy"
Somil,Trivedi,Trial Attorney,1,"Trump, Obama"
Guy,Knoller,Trial Attorney,1,Nixon
Robert,Martin,Special Assistant United States Attorney,1,Reagan
Michael,Prozan,"Special Assistant United States Attorney, DC",1,Bush I
Charles,Carnese,Assistant U.S. Attorney,1,Ford
Allen,DeJonge,Senior Trial Attorney,1,Obama
Gary,Leuis,Special Assistant United States Attorney ,1,Trump
Albert,Alschuler,"Special Assistant to the Assistant Attorney General, Criminal Division",1,Johnson
Brandon,Spurlock,AUSA,1,Bush II